#Associated Gene Name	Strand	Ensembl Transcript ID	Transcription Start Site (TSS)	Chromosome Name
RNU6-260P	1	ENST00000384092	157809098	5
RNU6-261P	-1	ENST00000459506	76447089	6
RNU6-262P	-1	ENST00000410317	119289677	11
RNU6-263P	-1	ENST00000363811	18307079	6
RNU6-264P	1	ENST00000517134	19073843	9
RNU6-265P	1	ENST00000516906	65843484	15
RNU6-266P	1	ENST00000364225	22527835	X
RNU6-267P	-1	ENST00000516714	143754730	7
RNU6-268P	1	ENST00000364174	230752141	2
RNU6-269P	-1	ENST00000391077	58378148	16
RNU6-26P	-1	ENST00000383985	98805084	3
RNU6-270P	-1	ENST00000364131	28760803	10
RNU6-271P	1	ENST00000363858	96112747	10
RNU6-272P	-1	ENST00000411028	53912123	5
RNU6-273P	1	ENST00000516937	37187219	14
RNU6-274P	-1	ENST00000459566	89754726	7
RNU6-275P	1	ENST00000364910	8484746	12
RNU6-276P	1	ENST00000516114	55798636	4
RNU6-277P	-1	ENST00000516272	105974931	11
RNU6-278P	-1	ENST00000390945	13973424	20
RNU6-279P	-1	ENST00000391297	59369151	12
RNU6-27P	1	ENST00000516146	17187510	20
RNU6-280P	1	ENST00000364145	67546651	6
RNU6-281P	1	ENST00000384212	70808350	3
RNU6-282P	-1	ENST00000365357	48502024	2
RNU6-283P	1	ENST00000364788	31370134	6
RNU6-284P	1	ENST00000411105	164620732	4
RNU6-285P	-1	ENST00000410556	73019044	8
RNU6-286P	1	ENST00000384745	13621577	21
RNU6-287P	-1	ENST00000516230	42891435	17
RNU6-288P	-1	ENST00000363690	63573345	17
RNU6-289P	1	ENST00000364093	111331412	4
RNU6-28P	-1	ENST00000362378	31479489	22
RNU6-290P	-1	ENST00000365212	171418750	1
RNU6-291P	1	ENST00000384720	11226254	1
RNU6-292P	-1	ENST00000384056	72047951	11
RNU6-293P	-1	ENST00000411259	158926571	6
RNU6-294P	1	ENST00000364999	64573569	5
RNU6-295P	-1	ENST00000516901	48308030	8
RNU6-296P	-1	ENST00000384608	123458094	7
RNU6-297P	-1	ENST00000384636	48341332	14
RNU6-298P	1	ENST00000390888	30861843	17
RNU6-299P	1	ENST00000517223	56125671	5
RNU6-29P	-1	ENST00000384637	48777071	X
RNU6-300P	1	ENST00000459080	151201341	6
RNU6-301P	1	ENST00000384277	51724103	14
RNU6-302P	1	ENST00000365249	150939222	6
RNU6-303P	-1	ENST00000517091	4175090	Y
RNU6-304P	-1	ENST00000364855	8883533	1
RNU6-306P	-1	ENST00000384617	21564577	10
RNU6-307P	1	ENST00000516743	174996524	1
RNU6-308P	1	ENST00000390957	95521369	5
RNU6-309P	1	ENST00000364573	108826764	X
RNU6-30P	-1	ENST00000384561	101634112	X
RNU6-310P	-1	ENST00000384655	53265567	4
RNU6-311P	-1	ENST00000516224	78579356	11
RNU6-312P	-1	ENST00000364629	200881821	2
RNU6-313P	1	ENST00000516317	66344303	7
RNU6-314P	1	ENST00000516574	16098704	17
RNU6-315P	1	ENST00000362666	170149845	3
RNU6-316P	1	ENST00000391027	14190700	18
RNU6-317P	-1	ENST00000384031	48793258	19
RNU6-318P	1	ENST00000384746	31366288	12
RNU6-319P	-1	ENST00000516025	15432006	9
RNU6-31P	1	ENST00000384388	200830009	2
RNU6-320P	1	ENST00000516511	136583240	X
RNU6-321P	1	ENST00000410912	125277552	11
RNU6-322P	-1	ENST00000516010	100551922	15
RNU6-324P	1	ENST00000363957	12098427	18
RNU6-325P	1	ENST00000411132	85537379	10
RNU6-326P	1	ENST00000365480	45843634	7
RNU6-327P	-1	ENST00000516270	132835500	12
RNU6-328P	-1	ENST00000390887	7004112	16
RNU6-329P	1	ENST00000459618	102256604	9
RNU6-32P	-1	ENST00000383948	39297711	4
RNU6-330P	1	ENST00000363015	74680053	X
RNU6-331P	-1	ENST00000384724	29899693	22
RNU6-332P	-1	ENST00000391193	94003922	X
RNU6-333P	-1	ENST00000459117	53138651	12
RNU6-334P	-1	ENST00000517072	104780389	5
RNU6-335P	-1	ENST00000364563	183675715	4
RNU6-336P	1	ENST00000364891	22434391	8
RNU6-337P	1	ENST00000391243	79030240	7
RNU6-338P	-1	ENST00000383888	31388837	22
RNU6-339P	-1	ENST00000384310	84938522	15
RNU6-33P	-1	ENST00000384793	88684954	4
RNU6-340P	-1	ENST00000364005	2649867	18
RNU6-341P	-1	ENST00000516973	58292388	14
RNU6-342P	-1	ENST00000384521	27265683	3
RNU6-343P	1	ENST00000364709	56588518	12
RNU6-344P	1	ENST00000516635	106304176	6
RNU6-345P	1	ENST00000517001	101915589	X
RNU6-346P	-1	ENST00000516288	76800774	18
RNU6-347P	1	ENST00000516658	51902291	20
RNU6-348P	-1	ENST00000384386	171504351	3
RNU6-349P	1	ENST00000362402	6454962	18
RNU6-34P	-1	ENST00000364874	96152403	4
RNU6-351P	1	ENST00000516097	104974672	4
RNU6-352P	1	ENST00000516908	101859851	1
RNU6-353P	1	ENST00000364266	43702363	15
RNU6-354P	-1	ENST00000383862	43734285	15
RNU6-355P	1	ENST00000410427	90144592	16
RNU6-356P	1	ENST00000384140	41032892	8
RNU6-358P	-1	ENST00000516564	31820638	5
RNU6-359P	-1	ENST00000365466	68017817	16
RNU6-35P	1	ENST00000384530	109992325	4
RNU6-360P	-1	ENST00000390944	208019741	2
RNU6-361P	-1	ENST00000364454	108926541	12
RNU6-362P	1	ENST00000516736	75031097	17
RNU6-363P	-1	ENST00000362895	31595669	5
RNU6-364P	1	ENST00000384387	96341140	7
RNU6-365P	-1	ENST00000517113	41123012	11
RNU6-366P	1	ENST00000364227	92265702	14
RNU6-367P	1	ENST00000517171	44071087	3
RNU6-369P	1	ENST00000362515	44390722	1
RNU6-36P	1	ENST00000384172	97721716	12
RNU6-370P	1	ENST00000411008	24045835	2
RNU6-371P	-1	ENST00000364283	62298256	1
RNU6-372P	1	ENST00000364210	102868421	10
RNU6-373P	1	ENST00000411247	119007571	5
RNU6-374P	-1	ENST00000364146	25701324	5
RNU6-375P	1	ENST00000517050	41168217	22
RNU6-376P	1	ENST00000384731	118702342	11
RNU6-377P	1	ENST00000515965	12514706	3
RNU6-378P	1	ENST00000384324	32309662	5
RNU6-379P	1	ENST00000363813	40917743	22
RNU6-37P	1	ENST00000362692	10298966	1
RNU6-380P	1	ENST00000410207	80663772	15
RNU6-381P	-1	ENST00000391259	44066731	5
RNU6-382P	1	ENST00000365181	147827279	X
RNU6-383P	-1	ENST00000410864	150955587	X
RNU6-384P	1	ENST00000364900	31581089	20
RNU6-385P	1	ENST00000384783	72376704	16
RNU6-386P	1	ENST00000362650	77092057	3
RNU6-387P	1	ENST00000411331	67417214	1
RNU6-388P	-1	ENST00000517012	33002054	7
RNU6-389P	1	ENST00000517048	55685977	7
RNU6-38P	1	ENST00000384085	75109587	13
RNU6-390P	1	ENST00000516259	157579497	5
RNU6-391P	1	ENST00000365180	24365651	6
RNU6-392P	1	ENST00000364926	106208167	7
RNU6-393P	-1	ENST00000384475	98794824	7
RNU6-394P	-1	ENST00000410735	66676364	X
RNU6-395P	1	ENST00000365662	127845236	2
RNU6-396P	1	ENST00000365369	46525618	21
RNU6-397P	-1	ENST00000516226	14487879	8
RNU6-398P	1	ENST00000384143	60974327	14
RNU6-399P	-1	ENST00000365164	62545679	12
RNU6-39P	1	ENST00000384344	68858934	18
RNU6-3P	-1	ENST00000384314	141118136	X
RNU6-400P	1	ENST00000391173	33576095	12
RNU6-401P	1	ENST00000391072	83717427	15
RNU6-402P	1	ENST00000410678	98889731	5
RNU6-403P	-1	ENST00000363163	221837437	1
RNU6-405P	1	ENST00000516637	16691798	17
RNU6-406P	1	ENST00000516470	43445507	17
RNU6-407P	-1	ENST00000365280	35030420	20
RNU6-408P	1	ENST00000515910	29048620	18
RNU6-409P	-1	ENST00000384114	50691363	22
RNU6-40P	-1	ENST00000384254	31497683	1
RNU6-410P	-1	ENST00000517006	55032071	4
RNU6-411P	1	ENST00000384451	71182612	6
RNU6-412P	-1	ENST00000516434	46531342	4
RNU6-413P	1	ENST00000384115	22787393	10
RNU6-414P	1	ENST00000363705	61816419	1
RNU6-415P	-1	ENST00000516252	78898936	15
RNU6-416P	-1	ENST00000516265	30675402	16
RNU6-417P	-1	ENST00000384712	63011569	7
RNU6-418P	1	ENST00000384035	205595041	1
RNU6-419P	-1	ENST00000517030	73246880	14
RNU6-41P	-1	ENST00000384741	182982318	1
RNU6-420P	1	ENST00000458780	22118983	4
RNU6-421P	-1	ENST00000364471	49945442	X
RNU6-422P	1	ENST00000384632	100258571	10
RNU6-423P	1	ENST00000384760	212692264	1
RNU6-424P	1	ENST00000384367	27693731	1
RNU6-425P	1	ENST00000383877	142145454	3
RNU6-426P	-1	ENST00000516464	16035509	21
RNU6-427P	-1	ENST00000384129	138859133	6
RNU6-428P	1	ENST00000362942	146571477	3
RNU6-429P	1	ENST00000384582	11027200	5
RNU6-42P	-1	ENST00000384165	196785086	3
RNU6-430P	1	ENST00000517078	89443318	16
RNU6-431P	1	ENST00000383874	108652150	4
RNU6-432P	1	ENST00000384196	110903337	9
RNU6-433P	-1	ENST00000363216	55014521	2
RNU6-434P	1	ENST00000384376	54343546	X
RNU6-435P	1	ENST00000384039	24218300	18
RNU6-436P	1	ENST00000516171	157912772	2
RNU6-437P	1	ENST00000459408	107930088	6
RNU6-438P	-1	ENST00000365561	34297598	7
RNU6-439P	-1	ENST00000384188	49233899	2
RNU6-43P	1	ENST00000384302	102591524	10
RNU6-440P	1	ENST00000390882	201927439	2
RNU6-441P	1	ENST00000384545	82340771	10
RNU6-442P	1	ENST00000383968	125900951	8
RNU6-443P	-1	ENST00000365380	43832265	18
RNU6-444P	1	ENST00000383988	87488445	6
RNU6-445P	1	ENST00000516949	74857675	9
RNU6-446P	1	ENST00000362827	62683905	17
RNU6-447P	-1	ENST00000410293	153102	11
RNU6-448P	1	ENST00000517052	84196883	5
RNU6-449P	1	ENST00000383914	53764204	15
RNU6-44P	-1	ENST00000384045	112352662	11
RNU6-450P	-1	ENST00000364654	59847544	17
RNU6-451P	1	ENST00000362921	230587121	2
RNU6-452P	-1	ENST00000384406	27335607	10
RNU6-453P	1	ENST00000516819	44307088	17
RNU6-454P	1	ENST00000364292	15339749	3
RNU6-455P	-1	ENST00000384681	31686798	14
RNU6-456P	-1	ENST00000384493	134500284	5
RNU6-457P	1	ENST00000363999	6873899	16
RNU6-458P	1	ENST00000384179	18343038	14
RNU6-459P	-1	ENST00000517071	70848218	4
RNU6-45P	1	ENST00000384471	63970470	11
RNU6-460P	1	ENST00000391158	138116573	5
RNU6-461P	-1	ENST00000364195	102755170	3
RNU6-462P	1	ENST00000362659	101723876	4
RNU6-463P	1	ENST00000384340	105534659	10
RNU6-464P	-1	ENST00000517217	53153898	6
RNU6-465P	1	ENST00000384420	120126974	1
RNU6-466P	-1	ENST00000391224	30956350	15
RNU6-468P	1	ENST00000384003	17578631	17
RNU6-469P	-1	ENST00000516253	84886486	4
RNU6-46P	1	ENST00000383860	67895631	11
RNU6-470P	1	ENST00000515954	43412427	17
RNU6-471P	1	ENST00000383944	27596412	6
RNU6-472P	-1	ENST00000384299	33923480	12
RNU6-473P	-1	ENST00000516164	130497849	2
RNU6-474P	1	ENST00000384243	203782037	2
RNU6-475P	-1	ENST00000516073	114866976	6
RNU6-476P	1	ENST00000384726	41679711	22
RNU6-477P	1	ENST00000383887	169552449	5
RNU6-478P	-1	ENST00000363904	83068071	10
RNU6-479P	-1	ENST00000516348	183653676	4
RNU6-47P	-1	ENST00000383866	109014940	5
RNU6-480P	-1	ENST00000384332	51055459	5
RNU6-481P	1	ENST00000384194	161401289	1
RNU6-482P	1	ENST00000391068	112778363	5
RNU6-483P	1	ENST00000384088	57548838	3
RNU6-484P	-1	ENST00000384016	37700437	5
RNU6-485P	1	ENST00000363475	7118785	12
RNU6-486P	1	ENST00000363116	180581057	3
RNU6-487P	-1	ENST00000365430	203319099	1
RNU6-488P	1	ENST00000515918	93843764	3
RNU6-48P	1	ENST00000384161	27325219	1
RNU6-490P	-1	ENST00000362985	27088427	10
RNU6-491P	-1	ENST00000516099	14250341	12
RNU6-492P	-1	ENST00000363035	107475139	9
RNU6-493P	1	ENST00000391321	80900757	X
RNU6-494P	-1	ENST00000517254	32477471	12
RNU6-495P	-1	ENST00000362995	41377283	22
RNU6-496P	-1	ENST00000516145	111421608	X
RNU6-497P	-1	ENST00000365316	47484381	20
RNU6-498P	1	ENST00000459468	20738679	15
RNU6-499P	1	ENST00000365615	82174547	4
RNU6-49P	1	ENST00000384256	37870109	X
RNU6-4P	1	ENST00000384205	181231737	3
RNU6-500P	-1	ENST00000362349	173362240	5
RNU6-501P	1	ENST00000364072	201733406	1
RNU6-502P	-1	ENST00000362419	26519458	6
RNU6-503P	-1	ENST00000516529	75538119	1
RNU6-504P	-1	ENST00000516568	51870809	X
RNU6-505P	-1	ENST00000384427	146996713	3
RNU6-506P	-1	ENST00000516553	139231119	4
RNU6-507P	-1	ENST00000516045	149779108	3
RNU6-508P	1	ENST00000363231	59647621	2
RNU6-509P	-1	ENST00000363519	141903030	3
RNU6-50P	1	ENST00000362356	46517766	X
RNU6-510P	1	ENST00000391239	37991462	1
RNU6-511P	1	ENST00000363496	93977029	3
RNU6-512P	-1	ENST00000364438	135656579	2
RNU6-513P	-1	ENST00000516104	42569250	22
RNU6-514P	1	ENST00000384208	23162704	1
RNU6-516P	1	ENST00000411381	40529570	15
RNU6-517P	-1	ENST00000384362	121195057	7
RNU6-518P	1	ENST00000516056	58835899	17
RNU6-519P	1	ENST00000410590	47979414	8
RNU6-520P	1	ENST00000384717	70701755	4
RNU6-521P	-1	ENST00000516663	7423158	Y
RNU6-522P	1	ENST00000364497	15314920	6
RNU6-523P	-1	ENST00000516304	67858871	10
RNU6-524P	-1	ENST00000384270	96210227	5
RNU6-525P	1	ENST00000363685	180444509	5
RNU6-526P	-1	ENST00000364945	9371195	8
RNU6-527P	1	ENST00000363425	106607716	6
RNU6-528P	1	ENST00000516926	33338867	8
RNU6-529P	-1	ENST00000363383	87041341	10
RNU6-530P	-1	ENST00000391180	79343372	7
RNU6-531P	1	ENST00000516694	139055475	4
RNU6-532P	1	ENST00000384318	96330638	7
RNU6-533P	-1	ENST00000384144	36309690	8
RNU6-534P	1	ENST00000364877	7906519	7
RNU6-535P	-1	ENST00000384722	7486809	10
RNU6-536P	1	ENST00000363384	42569033	1
RNU6-537P	1	ENST00000517277	11152350	1
RNU6-539P	1	ENST00000516665	49839725	14
RNU6-53P	-1	ENST00000365367	28703807	13
RNU6-540P	-1	ENST00000384622	65604761	5
RNU6-541P	1	ENST00000384709	31142939	14
RNU6-542P	1	ENST00000516405	74319399	2
RNU6-543P	1	ENST00000362576	63110139	10
RNU6-544P	1	ENST00000363276	80527960	11
RNU6-545P	1	ENST00000362681	12226674	12
RNU6-546P	1	ENST00000383991	155330421	2
RNU6-547P	1	ENST00000516273	172703124	3
RNU6-548P	1	ENST00000517083	64994746	2
RNU6-549P	1	ENST00000384433	64671263	15
RNU6-54P	1	ENST00000365563	70459464	13
RNU6-550P	1	ENST00000391057	120810469	4
RNU6-551P	1	ENST00000516661	107435118	4
RNU6-552P	-1	ENST00000362869	45274477	14
RNU6-553P	1	ENST00000364047	105406997	4
RNU6-554P	1	ENST00000410466	43602543	15
RNU6-555P	-1	ENST00000384784	90597340	X
RNU6-556P	1	ENST00000362598	156814130	5
RNU6-557P	-1	ENST00000516842	73092257	3
RNU6-558P	1	ENST00000364512	116782105	12
RNU6-559P	1	ENST00000516151	15143289	9
RNU6-55P	-1	ENST00000411092	18869291	13
RNU6-560P	1	ENST00000364007	86153227	11
RNU6-561P	-1	ENST00000516222	79636963	2
RNU6-562P	1	ENST00000362731	75202703	X
RNU6-563P	-1	ENST00000364872	47493085	20
RNU6-564P	1	ENST00000410983	30421045	22
RNU6-565P	1	ENST00000410937	37351143	7
RNU6-566P	-1	ENST00000516790	44154895	2
RNU6-567P	1	ENST00000516746	60018625	18
RNU6-568P	-1	ENST00000517220	88367862	2
RNU6-569P	-1	ENST00000384459	135315522	4
RNU6-56P	1	ENST00000516986	38779424	13
RNU6-570P	1	ENST00000517051	200054061	1
RNU6-571P	-1	ENST00000384128	68911759	10
RNU6-572P	1	ENST00000516724	139221758	5
RNU6-573P	1	ENST00000383938	35495898	4
RNU6-574P	1	ENST00000384265	51987657	12
RNU6-575P	-1	ENST00000411326	43207866	7
RNU6-576P	1	ENST00000390854	2199387	10
RNU6-577P	-1	ENST00000516947	36867495	2
RNU6-578P	1	ENST00000390980	12312588	4
RNU6-579P	1	ENST00000516879	133333829	2
RNU6-57P	-1	ENST00000411348	41354659	13
RNU6-580P	-1	ENST00000365159	159027142	2
RNU6-581P	1	ENST00000516214	120672871	7
RNU6-582P	-1	ENST00000362989	157201668	4
RNU6-583P	1	ENST00000516012	127891991	4
RNU6-584P	1	ENST00000410350	37885023	1
RNU6-586P	1	ENST00000517265	67196140	1
RNU6-587P	1	ENST00000391282	101691580	X
RNU6-588P	-1	ENST00000410281	149606741	5
RNU6-589P	-1	ENST00000516485	102678813	X
RNU6-58P	-1	ENST00000517143	23217534	13
RNU6-590P	-1	ENST00000365039	13459776	12
RNU6-591P	-1	ENST00000384394	39081285	X
RNU6-592P	-1	ENST00000411333	122579307	11
RNU6-593P	-1	ENST00000364716	17115763	11
RNU6-595P	-1	ENST00000363944	62334197	12
RNU6-596P	1	ENST00000365395	57289552	8
RNU6-597P	1	ENST00000365620	63618043	14
RNU6-598P	-1	ENST00000364017	30299673	10
RNU6-599P	1	ENST00000459383	42863200	9
RNU6-59P	-1	ENST00000384787	21551410	13
RNU6-5P	-1	ENST00000384238	174558072	2
RNU6-600P	-1	ENST00000362524	48892228	12
RNU6-601P	-1	ENST00000384540	149610774	2
RNU6-602P	-1	ENST00000411155	31662143	14
RNU6-603P	1	ENST00000411403	32352877	6
RNU6-604P	1	ENST00000390917	151900275	7
RNU6-605P	1	ENST00000363093	38926870	1
RNU6-606P	-1	ENST00000384721	87299797	5
RNU6-607P	1	ENST00000411283	37668898	8
RNU6-608P	-1	ENST00000383927	39121043	1
RNU6-609P	-1	ENST00000365459	200014795	1
RNU6-60P	1	ENST00000364792	48987915	13
RNU6-610P	-1	ENST00000384264	43637738	15
RNU6-611P	1	ENST00000384276	45047458	19
RNU6-612P	1	ENST00000516909	60719640	2
RNU6-613P	1	ENST00000410412	229894346	2
RNU6-614P	1	ENST00000384369	13047583	21
RNU6-615P	1	ENST00000516065	83003412	4
RNU6-616P	-1	ENST00000384353	134918416	X
RNU6-617P	1	ENST00000516147	131602790	2
RNU6-618P	1	ENST00000363518	31396390	12
RNU6-619P	1	ENST00000365146	222498291	2
RNU6-61P	-1	ENST00000365528	80369534	13
RNU6-620P	1	ENST00000384017	83703448	5
RNU6-621P	1	ENST00000364752	197994601	3
RNU6-622P	1	ENST00000384272	75183045	1
RNU6-623P	-1	ENST00000363143	60662437	17
RNU6-624P	1	ENST00000363411	228169743	2
RNU6-625P	1	ENST00000459412	78066947	17
RNU6-626P	1	ENST00000363354	56945730	6
RNU6-627P	1	ENST00000364032	163288995	2
RNU6-628P	1	ENST00000410675	123262843	8
RNU6-629P	1	ENST00000384061	178038902	2
RNU6-62P	1	ENST00000516526	95019235	13
RNU6-630P	-1	ENST00000391258	42139530	X
RNU6-631P	-1	ENST00000363920	21866316	15
RNU6-632P	-1	ENST00000515902	25819426	10
RNU6-633P	1	ENST00000362612	10496272	16
RNU6-634P	1	ENST00000459134	55499950	2
RNU6-635P	1	ENST00000516651	103924540	4
RNU6-636P	1	ENST00000384598	37203610	1
RNU6-637P	-1	ENST00000384050	169720293	3
RNU6-638P	-1	ENST00000516582	78696797	17
RNU6-639P	-1	ENST00000384074	43796543	20
RNU6-63P	1	ENST00000516690	27488138	13
RNU6-640P	-1	ENST00000363693	86515308	2
RNU6-641P	-1	ENST00000384006	36022045	X
RNU6-642P	-1	ENST00000363159	218916287	2
RNU6-643P	-1	ENST00000384018	41302572	6
RNU6-644P	-1	ENST00000391155	116188552	5
RNU6-645P	-1	ENST00000364649	15324472	6
RNU6-646P	-1	ENST00000364571	196708964	3
RNU6-647P	-1	ENST00000364243	32214562	2
RNU6-648P	1	ENST00000410190	115032427	X
RNU6-649P	1	ENST00000384463	4945277	2
RNU6-64P	1	ENST00000517119	30281765	13
RNU6-650P	1	ENST00000365658	149033057	7
RNU6-651P	1	ENST00000411040	201646716	2
RNU6-652P	1	ENST00000365488	55885595	4
RNU6-653P	-1	ENST00000363074	109059614	6
RNU6-654P	1	ENST00000364373	109005517	11
RNU6-655P	1	ENST00000362858	78036739	18
RNU6-656P	1	ENST00000516785	46831050	8
RNU6-657P	-1	ENST00000383904	94155745	10
RNU6-658P	-1	ENST00000384606	74725204	5
RNU6-659P	1	ENST00000516454	70496107	14
RNU6-65P	1	ENST00000516332	51565412	13
RNU6-660P	-1	ENST00000364566	16941951	5
RNU6-661P	1	ENST00000362409	62443176	5
RNU6-662P	-1	ENST00000384253	151747700	1
RNU6-663P	-1	ENST00000391105	32911598	8
RNU6-664P	-1	ENST00000362381	207680639	2
RNU6-665P	1	ENST00000384639	47667771	8
RNU6-666P	1	ENST00000363499	27315120	10
RNU6-667P	-1	ENST00000517186	79817450	15
RNU6-668P	1	ENST00000364180	164787290	4
RNU6-669P	1	ENST00000365575	94507738	9
RNU6-66P	-1	ENST00000363397	73113018	13
RNU6-670P	1	ENST00000364312	10037552	3
RNU6-671P	-1	ENST00000458848	45554659	12
RNU6-672P	-1	ENST00000383911	72869650	11
RNU6-673P	-1	ENST00000365084	76260903	10
RNU6-674P	1	ENST00000363831	85204926	2
RNU6-675P	-1	ENST00000384236	126702942	2
RNU6-677P	-1	ENST00000516914	37333957	9
RNU6-678P	1	ENST00000516832	133664926	3
RNU6-679P	-1	ENST00000391003	12297504	5
RNU6-67P	-1	ENST00000410859	83298167	13
RNU6-680P	-1	ENST00000384603	75709599	5
RNU6-681P	-1	ENST00000364012	177126120	3
RNU6-682P	1	ENST00000363843	8895813	8
RNU6-684P	-1	ENST00000410829	104401048	14
RNU6-685P	1	ENST00000517088	82268612	2
RNU6-686P	1	ENST00000364839	65229861	15
RNU6-687P	-1	ENST00000516443	54452511	10
RNU6-688P	1	ENST00000516063	47781379	2
RNU6-689P	1	ENST00000384197	75020761	14
RNU6-68P	1	ENST00000516576	46410454	13
RNU6-690P	1	ENST00000365242	95599114	8
RNU6-691P	-1	ENST00000516585	247607201	1
RNU6-692P	1	ENST00000384496	147408342	2
RNU6-693P	-1	ENST00000516134	172613534	1
RNU6-694P	-1	ENST00000364071	4386556	9
RNU6-695P	-1	ENST00000391157	90253559	1
RNU6-696P	1	ENST00000390834	37045530	21
RNU6-697P	1	ENST00000363348	68846805	10
RNU6-698P	1	ENST00000363523	53653685	19
RNU6-699P	1	ENST00000517081	66897262	4
RNU6-6P	1	ENST00000606623	13217269	10
RNU6-7	1	ENST00000364784	32202045	14
RNU6-700P	-1	ENST00000391043	9624228	12
RNU6-701P	1	ENST00000384059	119138859	5
RNU6-702P	-1	ENST00000364982	22180218	18
RNU6-703P	1	ENST00000516946	98048856	8
RNU6-704P	-1	ENST00000364162	200933447	1
RNU6-705P	1	ENST00000410601	181301967	5
RNU6-706P	1	ENST00000517229	39034007	18
RNU6-707P	-1	ENST00000364647	48154074	X
RNU6-708P	-1	ENST00000384217	48169890	18
RNU6-709P	1	ENST00000517257	114111414	10
RNU6-70P	-1	ENST00000516438	27343746	13
RNU6-710P	-1	ENST00000410424	111996739	9
RNU6-711P	-1	ENST00000517255	29424867	17
RNU6-712P	1	ENST00000410558	90184634	3
RNU6-713P	-1	ENST00000384761	40554267	12
RNU6-714P	1	ENST00000516963	92820977	9
RNU6-715P	-1	ENST00000365204	147495540	2
RNU6-716P	-1	ENST00000365621	200008607	1
RNU6-717P	-1	ENST00000459076	133238438	12
RNU6-718P	-1	ENST00000516166	120337653	5
RNU6-719P	1	ENST00000516671	39768341	7
RNU6-71P	1	ENST00000384474	36267168	13
RNU6-720P	-1	ENST00000516363	149917449	3
RNU6-721P	-1	ENST00000410155	15320944	18
RNU6-722P	-1	ENST00000411377	48959282	X
RNU6-723P	1	ENST00000383973	48344209	1
RNU6-724P	-1	ENST00000390958	69530717	5
RNU6-725P	-1	ENST00000516562	238325788	1
RNU6-726P	-1	ENST00000364680	131092927	3
RNU6-727P	-1	ENST00000363592	87420447	5
RNU6-728P	1	ENST00000365375	122345690	10
RNU6-729P	1	ENST00000384399	10476223	8
RNU6-72P	-1	ENST00000384285	85584853	13
RNU6-730P	-1	ENST00000383954	165718338	6
RNU6-731P	1	ENST00000517213	6540854	1
RNU6-732P	-1	ENST00000516033	149057656	5
RNU6-733P	-1	ENST00000410759	107867910	4
RNU6-734P	1	ENST00000384734	146639700	6
RNU6-735P	-1	ENST00000410612	95438843	12
RNU6-736P	1	ENST00000516436	139388277	3
RNU6-737P	-1	ENST00000365370	57284708	18
RNU6-738P	1	ENST00000384531	27111569	5
RNU6-739P	1	ENST00000391038	64511755	3
RNU6-73P	1	ENST00000384600	27828763	13
RNU6-740P	-1	ENST00000364734	90922835	10
RNU6-741P	-1	ENST00000383889	23777543	15
RNU6-742P	1	ENST00000365289	57755394	18
RNU6-743P	1	ENST00000364151	43405473	20
RNU6-744P	1	ENST00000365557	113681111	2
RNU6-745P	1	ENST00000363346	70193236	15
RNU6-746P	1	ENST00000384112	55294490	4
RNU6-747P	-1	ENST00000390928	243081259	1
RNU6-748P	-1	ENST00000384648	98463050	8
RNU6-749P	-1	ENST00000459351	20855357	15
RNU6-74P	1	ENST00000384235	41905118	13
RNU6-750P	1	ENST00000390946	99978939	1
RNU6-751P	-1	ENST00000516382	53749951	19
RNU6-752P	-1	ENST00000516376	126755417	5
RNU6-753P	1	ENST00000363926	38396659	1
RNU6-754P	1	ENST00000391166	46018745	6
RNU6-755P	-1	ENST00000364400	164980137	1
RNU6-756P	1	ENST00000383997	124260646	8
RNU6-757P	1	ENST00000410334	134715483	5
RNU6-758P	-1	ENST00000516292	75286800	16
RNU6-759P	-1	ENST00000516740	35647430	20
RNU6-75P	-1	ENST00000515944	90781869	13
RNU6-760P	1	ENST00000516078	31832439	5
RNU6-761P	-1	ENST00000384148	42018514	6
RNU6-762P	1	ENST00000517107	200899020	2
RNU6-763P	1	ENST00000390865	175022214	2
RNU6-764P	-1	ENST00000516396	152250676	X
RNU6-765P	1	ENST00000516916	38680006	9
RNU6-766P	-1	ENST00000362478	168606496	2
RNU6-767P	1	ENST00000384132	17170083	17
RNU6-768P	-1	ENST00000384683	101199377	12
RNU6-769P	1	ENST00000384407	50633273	12
RNU6-76P	1	ENST00000384060	18880054	13
RNU6-770P	1	ENST00000363929	108392073	6
RNU6-771P	-1	ENST00000384780	13279231	1
RNU6-772P	-1	ENST00000516042	20355852	21
RNU6-773P	-1	ENST00000364256	171519913	1
RNU6-774P	1	ENST00000363238	84233657	4
RNU6-775P	-1	ENST00000459318	55451099	2
RNU6-776P	1	ENST00000364403	22010985	1
RNU6-777P	-1	ENST00000364265	12077984	1
RNU6-778P	1	ENST00000363269	199888159	1
RNU6-77P	1	ENST00000410554	81265747	13
RNU6-780P	1	ENST00000391030	86488446	10
RNU6-781P	1	ENST00000516377	6709452	12
RNU6-782P	1	ENST00000516852	15145215	19
RNU6-783P	1	ENST00000516710	23849778	11
RNU6-784P	-1	ENST00000384330	70703123	4
RNU6-785P	1	ENST00000411324	138259595	9
RNU6-786P	1	ENST00000516849	157934168	6
RNU6-787P	-1	ENST00000384032	66293220	3
RNU6-788P	-1	ENST00000390967	23641592	3
RNU6-789P	-1	ENST00000517105	136721495	3
RNU6-78P	1	ENST00000362897	25517119	13
