#Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name,Chromosome Name,Strand,Transcription Start Site (TSS),APPRIS principal isoform annotation
ENSG00000159374,ENST00000409585,M1AP,2,-1,74640327,APPRIS principal isoform [04-11-2014]
ENSG00000109099,ENST00000395938,PMP22,17,-1,15262589,APPRIS principal isoform [04-11-2014]
ENSG00000145860,ENST00000519865,RNF145,5,-1,159208073,APPRIS principal isoform [04-11-2014]
ENSG00000204632,ENST00000428701,HLA-G,6,1,29826979,APPRIS principal isoform [04-11-2014]
ENSG00000145860,ENST00000424310,RNF145,5,-1,159209551,APPRIS principal isoform [04-11-2014]
ENSG00000178665,ENST00000429591,ZNF713,7,1,55912638,APPRIS principal isoform [04-11-2014]
ENSG00000136840,ENST00000335791,ST6GALNAC4,9,-1,127917026,APPRIS principal isoform [04-11-2014]
ENSG00000100101,ENST00000455236,RP1-37E16.12,22,1,37686414,APPRIS principal isoform [04-11-2014]
ENSG00000109099,ENST00000312280,PMP22,17,-1,15265307,APPRIS principal isoform [04-11-2014]
ENSG00000185231,ENST00000327606,MC2R,18,-1,13915540,APPRIS principal isoform [04-11-2014]
ENSG00000141391,ENST00000336990,SLMO1,18,1,12407896,APPRIS principal isoform [04-11-2014]
ENSG00000159374,ENST00000536235,M1AP,2,-1,74648338,APPRIS principal isoform [04-11-2014]
ENSG00000171763,ENST00000305560,SPATA5L1,15,1,45402331,APPRIS principal isoform [04-11-2014]
ENSG00000211594,ENST00000390239,IGKJ4,2,-1,88860922,APPRIS principal isoform [04-11-2014]
ENSG00000197408,ENST00000324071,CYP2B6,19,1,40991299,APPRIS principal isoform [04-11-2014]
ENSG00000131467,ENST00000590720,PSME3,17,1,42833399,APPRIS principal isoform [04-11-2014]
ENSG00000197852,ENST00000357260,FAM212B,1,-1,111739424,APPRIS principal isoform [04-11-2014]
ENSG00000141391,ENST00000440960,SLMO1,18,1,12407896,APPRIS principal isoform [04-11-2014]
ENSG00000037042,ENST00000251412,TUBG2,17,1,42659305,APPRIS principal isoform [04-11-2014]
ENSG00000148229,ENST00000374169,POLE3,9,-1,113410382,APPRIS principal isoform [04-11-2014]
ENSG00000109099,ENST00000612492,PMP22,17,-1,15262589,APPRIS principal isoform [04-11-2014]
ENSG00000145860,ENST00000611185,RNF145,5,-1,159209598,APPRIS principal isoform [04-11-2014]
ENSG00000215883,ENST00000534324,CYB5RL,1,-1,54195616,APPRIS principal isoform [04-11-2014]
ENSG00000243466,ENST00000496168,IGKV1-5,2,-1,88947957,APPRIS principal isoform [04-11-2014]
ENSG00000148229,ENST00000374171,POLE3,9,-1,113410672,APPRIS principal isoform [04-11-2014]
ENSG00000253598,ENST00000518568,SLC10A5,8,-1,81696174,APPRIS principal isoform [04-11-2014]
ENSG00000129173,ENST00000527884,E2F8,11,-1,19241620,APPRIS principal isoform [04-11-2014]
ENSG00000062716,ENST00000262291,VMP1,17,1,59707465,APPRIS principal isoform [04-11-2014]
ENSG00000211599,ENST00000390244,IGKV5-2,2,1,88897232,APPRIS principal isoform [04-11-2014]
ENSG00000129173,ENST00000250024,E2F8,11,-1,19240951,APPRIS principal isoform [04-11-2014]
ENSG00000100417,ENST00000216259,PMM1,22,-1,41589890,APPRIS principal isoform [04-11-2014]
ENSG00000108798,ENST00000225941,ABI3,17,1,49210227,APPRIS principal isoform [04-11-2014]
ENSG00000184371,ENST00000329608,CSF1,1,1,109910633,APPRIS principal isoform [04-11-2014]
ENSG00000007168,ENST00000397195,PAFAH1B1,17,1,2593746,APPRIS principal isoform [04-11-2014]
ENSG00000204961,ENST00000532602,PCDHA9,5,1,140847463,APPRIS principal isoform [04-11-2014]
ENSG00000211595,ENST00000390240,IGKJ3,2,-1,88861258,APPRIS principal isoform [04-11-2014]
ENSG00000187554,ENST00000366881,TLR5,1,-1,223143282,APPRIS principal isoform [04-11-2014]
ENSG00000129173,ENST00000620009,E2F8,11,-1,19241620,APPRIS principal isoform [04-11-2014]
ENSG00000179532,ENST00000527990,DNHD1,11,1,6498216,APPRIS principal isoform [04-11-2014]
ENSG00000137710,ENST00000530749,RDX,11,-1,110296712,APPRIS principal isoform [04-11-2014]
ENSG00000137710,ENST00000528498,RDX,11,-1,110296712,APPRIS principal isoform [04-11-2014]
ENSG00000184371,ENST00000369802,CSF1,1,1,109910899,APPRIS principal isoform [04-11-2014]
ENSG00000172053,ENST00000306125,QARS,3,-1,49105071,APPRIS principal isoform [04-11-2014]
ENSG00000187554,ENST00000540964,TLR5,1,-1,223137287,APPRIS principal isoform [04-11-2014]
ENSG00000137710,ENST00000405097,RDX,11,-1,110296712,APPRIS principal isoform [04-11-2014]
ENSG00000023892,ENST00000316637,DEF6,6,1,35297852,APPRIS principal isoform [04-11-2014]
ENSG00000111276,ENST00000228872,CDKN1B,12,1,12717124,APPRIS principal isoform [04-11-2014]
ENSG00000163535,ENST00000357799,SGOL2,2,1,200526157,APPRIS principal isoform [04-11-2014]
ENSG00000184330,ENST00000368729,S100A7A,1,1,153416524,APPRIS principal isoform [04-11-2014]
ENSG00000259511,ENST00000558195,UBE2Q2L,15,1,84172490,APPRIS principal isoform [04-11-2014]
ENSG00000184330,ENST00000368728,S100A7A,1,1,153417223,APPRIS principal isoform [04-11-2014]
ENSG00000184330,ENST00000329256,S100A7A,1,1,153417944,APPRIS principal isoform [04-11-2014]
ENSG00000254462,ENST00000528395,TMX2-CTNND1,11,1,57712605,APPRIS principal isoform [04-11-2014]
ENSG00000204450,ENST00000533122,TRIM64,11,1,89968502,APPRIS principal isoform [04-11-2014]
ENSG00000119684,ENST00000556740,MLH3,14,-1,75049691,APPRIS principal isoform [04-11-2014]
ENSG00000097007,ENST00000372348,ABL1,9,1,130713946,APPRIS principal isoform [04-11-2014]
ENSG00000211592,ENST00000614252,IGKC,2,-1,89085723,APPRIS principal isoform [04-11-2014]
ENSG00000077312,ENST00000243563,SNRPA,19,1,40750859,APPRIS principal isoform [04-11-2014]
ENSG00000197446,ENST00000331105,CYP2F1,19,1,41114432,APPRIS principal isoform [04-11-2014]
ENSG00000106346,ENST00000306177,USP42,7,1,6104884,APPRIS principal isoform [04-11-2014]
ENSG00000187961,ENST00000338591,KLHL17,1,1,960587,APPRIS principal isoform [04-11-2014]
ENSG00000135116,ENST00000257572,HRK,12,-1,116881441,APPRIS principal isoform [04-11-2014]
ENSG00000212747,ENST00000391440,FAM127C,X,-1,135022529,APPRIS principal isoform [04-11-2014]
ENSG00000167325,ENST00000300738,RRM1,11,1,4094809,APPRIS principal isoform [04-11-2014]
ENSG00000107874,ENST00000369937,CUEDC2,10,-1,102432661,APPRIS principal isoform [04-11-2014]
ENSG00000119684,ENST00000355774,MLH3,14,-1,75051532,APPRIS principal isoform [04-11-2014]
ENSG00000166188,ENST00000299237,ZNF319,16,-1,57999858,APPRIS principal isoform [04-11-2014]
ENSG00000231274,ENST00000612221,SBK3,19,-1,55545543,APPRIS principal isoform [04-11-2014]
ENSG00000140612,ENST00000268220,SEC11A,15,-1,84716716,APPRIS principal isoform [04-11-2014]
ENSG00000188581,ENST00000306271,KRTAP1-1,17,-1,41041461,APPRIS principal isoform [04-11-2014]
ENSG00000117266,ENST00000429964,CDK18,1,1,205504595,APPRIS principal isoform [04-11-2014]
ENSG00000163930,ENST00000460680,BAP1,3,-1,52410350,APPRIS principal isoform [04-11-2014]
ENSG00000144619,ENST00000418658,CNTN4,3,1,2098926,APPRIS principal isoform [04-11-2014]
ENSG00000144619,ENST00000397461,CNTN4,3,1,2238829,APPRIS principal isoform [04-11-2014]
ENSG00000179532,ENST00000254579,DNHD1,11,1,6497296,APPRIS principal isoform [04-11-2014]
ENSG00000198650,ENST00000355962,TAT,16,-1,71577130,APPRIS principal isoform [04-11-2014]
ENSG00000130734,ENST00000309469,ATG4D,19,1,10543918,APPRIS principal isoform [04-11-2014]
ENSG00000132932,ENST00000381655,ATP8A2,13,1,25372071,APPRIS principal isoform [04-11-2014]
ENSG00000173627,ENST00000308641,APOBEC4,1,-1,183653313,APPRIS principal isoform [04-11-2014]
ENSG00000273899,ENST00000438329,NOL12,22,1,37686323,APPRIS principal isoform [04-11-2014]
ENSG00000186191,ENST00000375483,BPIFB4,20,1,33081527,APPRIS principal isoform [04-11-2014]
ENSG00000273899,ENST00000359114,NOL12,22,1,37686323,APPRIS principal isoform [04-11-2014]
ENSG00000020181,ENST00000412232,GPR124,8,1,37797256,APPRIS principal isoform [04-11-2014]
ENSG00000079999,ENST00000171111,KEAP1,19,-1,10503741,APPRIS principal isoform [04-11-2014]
ENSG00000184787,ENST00000345496,UBE2G2,21,-1,44802019,APPRIS principal isoform [04-11-2014]
ENSG00000108733,ENST00000225873,PEX12,17,-1,35578629,APPRIS principal isoform [04-11-2014]
ENSG00000146856,ENST00000436302,AGBL3,7,1,134986508,APPRIS principal isoform [04-11-2014]
ENSG00000129991,ENST00000344887,TNNI3,19,-1,55157732,APPRIS principal isoform [04-11-2014]
ENSG00000140265,ENST00000396976,ZSCAN29,15,-1,43370048,APPRIS principal isoform [04-11-2014]
ENSG00000170464,ENST00000302060,DNAJC18,5,-1,139439526,APPRIS principal isoform [04-11-2014]
ENSG00000079999,ENST00000393623,KEAP1,19,-1,10502896,APPRIS principal isoform [04-11-2014]
ENSG00000273899,ENST00000611699,NOL12,22,1,37686360,APPRIS principal isoform [04-11-2014]
ENSG00000218891,ENST00000325421,ZNF579,19,-1,55580821,APPRIS principal isoform [04-11-2014]
ENSG00000196792,ENST00000357479,STRN3,14,-1,31026382,APPRIS principal isoform [04-11-2014]
ENSG00000108733,ENST00000613219,PEX12,17,-1,35578637,APPRIS principal isoform [04-11-2014]
ENSG00000100504,ENST00000216392,PYGL,14,-1,50944736,APPRIS principal isoform [04-11-2014]
ENSG00000146143,ENST00000615550,PRIM2,6,1,57317624,APPRIS principal isoform [04-11-2014]
ENSG00000126251,ENST00000454971,GPR42,19,1,35370929,APPRIS principal isoform [04-11-2014]
ENSG00000198965,ENST00000368152,OR10R2,1,1,158479878,APPRIS principal isoform [04-11-2014]
ENSG00000126251,ENST00000597214,GPR42,19,1,35371290,APPRIS principal isoform [04-11-2014]
ENSG00000144619,ENST00000427331,CNTN4,3,1,2571341,APPRIS principal isoform [04-11-2014]
ENSG00000135953,ENST00000258436,MFSD9,2,-1,102736854,APPRIS principal isoform [04-11-2014]
ENSG00000130427,ENST00000252723,EPO,7,1,100720800,APPRIS principal isoform [04-11-2014]
ENSG00000140718,ENST00000471389,FTO,16,1,53703963,APPRIS principal isoform [04-11-2014]
ENSG00000147689,ENST00000518448,FAM83A,8,1,123179047,APPRIS principal isoform [04-11-2014]
ENSG00000196946,ENST00000359286,ZNF705A,12,1,8172537,APPRIS principal isoform [04-11-2014]
ENSG00000119771,ENST00000486442,KLHL29,2,1,23385217,APPRIS principal isoform [04-11-2014]
ENSG00000276119,ENST00000542196,OR13C2,9,-1,104605627,APPRIS principal isoform [04-11-2014]
ENSG00000176402,ENST00000312891,GJC3,7,-1,99929620,APPRIS principal isoform [04-11-2014]
ENSG00000196946,ENST00000610508,ZNF705A,12,1,8168842,APPRIS principal isoform [04-11-2014]
ENSG00000100949,ENST00000399409,RABGGTA,14,-1,24271599,APPRIS principal isoform [04-11-2014]
ENSG00000081026,ENST00000369615,MAGI3,1,1,113390972,APPRIS principal isoform [04-11-2014]
ENSG00000117266,ENST00000360066,CDK18,1,1,205504599,APPRIS principal isoform [04-11-2014]
ENSG00000081026,ENST00000369611,MAGI3,1,1,113390989,APPRIS principal isoform [04-11-2014]
ENSG00000129472,ENST00000397762,RAB2B,14,-1,21476973,APPRIS principal isoform [04-11-2014]
ENSG00000100949,ENST00000216840,RABGGTA,14,-1,24271739,APPRIS principal isoform [04-11-2014]
ENSG00000006695,ENST00000261643,COX10,17,1,14069529,APPRIS principal isoform [04-11-2014]
ENSG00000079482,ENST00000355520,OPHN1,X,-1,68433805,APPRIS principal isoform [04-11-2014]
ENSG00000125414,ENST00000245503,MYH2,17,-1,10549957,APPRIS principal isoform [04-11-2014]
ENSG00000164930,ENST00000522566,FZD6,8,1,103298433,APPRIS principal isoform [04-11-2014]
ENSG00000064703,ENST00000369702,DDX20,1,1,111755305,APPRIS principal isoform [04-11-2014]
ENSG00000125255,ENST00000245312,SLC10A2,13,-1,103066846,APPRIS principal isoform [04-11-2014]
ENSG00000169217,ENST00000305596,CD2BP2,16,-1,30355361,APPRIS principal isoform [04-11-2014]
ENSG00000154252,ENST00000192314,GAL3ST2,2,1,241776825,APPRIS principal isoform [04-11-2014]
ENSG00000125414,ENST00000397183,MYH2,17,-1,10549623,APPRIS principal isoform [04-11-2014]
ENSG00000273047,ENST00000467211,RP4-583P15.14,20,1,63738270,APPRIS principal isoform [04-11-2014]
ENSG00000169217,ENST00000569466,CD2BP2,16,-1,30354934,APPRIS principal isoform [04-11-2014]
ENSG00000148053,ENST00000323115,NTRK2,9,1,84670396,APPRIS principal isoform [04-11-2014]
ENSG00000140992,ENST00000342085,PDPK1,16,1,2537964,APPRIS principal isoform [04-11-2014]
ENSG00000128185,ENST00000248879,DGCR6L,22,-1,20320080,APPRIS principal isoform [04-11-2014]
ENSG00000039537,ENST00000337836,C6,5,-1,41213510,APPRIS principal isoform [04-11-2014]
ENSG00000039537,ENST00000263413,C6,5,-1,41261438,APPRIS principal isoform [04-11-2014]
ENSG00000141012,ENST00000268695,GALNS,16,-1,88856966,APPRIS principal isoform [04-11-2014]
ENSG00000083544,ENST00000535286,TDRD3,13,1,60397293,APPRIS principal isoform [04-11-2014]
ENSG00000269242,ENST00000597692,CTD-2192J16.22,19,-1,12648397,APPRIS principal isoform [04-11-2014]
ENSG00000164930,ENST00000358755,FZD6,8,1,103298831,APPRIS principal isoform [04-11-2014]
ENSG00000108852,ENST00000523501,MPP2,17,-1,43907536,APPRIS principal isoform [04-11-2014]
ENSG00000116095,ENST00000234453,PLEKHA3,2,1,178480468,APPRIS principal isoform [04-11-2014]
ENSG00000164458,ENST00000296946,T,6,-1,166168619,APPRIS principal isoform [04-11-2014]
ENSG00000179314,ENST00000574946,WSCD1,17,1,6069106,APPRIS principal isoform [04-11-2014]
ENSG00000175550,ENST00000312515,DRAP1,11,1,65919257,APPRIS principal isoform [04-11-2014]
ENSG00000168830,ENST00000305344,HTR1E,6,1,86937306,APPRIS principal isoform [04-11-2014]
ENSG00000213638,ENST00000329478,ADAT3,19,1,1905378,APPRIS principal isoform [04-11-2014]
ENSG00000142513,ENST00000270593,ACPT,19,1,50790415,APPRIS principal isoform [04-11-2014]
ENSG00000179314,ENST00000574232,WSCD1,17,1,6071108,APPRIS principal isoform [04-11-2014]
ENSG00000173786,ENST00000393892,CNP,17,1,41966741,APPRIS principal isoform [04-11-2014]
ENSG00000101695,ENST00000217740,RNF125,18,1,32018372,APPRIS principal isoform [04-11-2014]
ENSG00000256825,ENST00000540096,CTD-2140B24.4,12,1,133130984,APPRIS principal isoform [04-11-2014]
ENSG00000148053,ENST00000376213,NTRK2,9,1,84668551,APPRIS principal isoform [04-11-2014]
ENSG00000090857,ENST00000288050,PDPR,16,1,70113626,APPRIS principal isoform [04-11-2014]
ENSG00000196081,ENST00000418100,ZNF724P,19,-1,23250360,APPRIS principal isoform [04-11-2014]
ENSG00000154342,ENST00000284523,WNT3A,1,1,228007051,APPRIS principal isoform [04-11-2014]
ENSG00000184384,ENST00000524717,MAML2,11,-1,96343180,APPRIS principal isoform [04-11-2014]
ENSG00000115657,ENST00000265316,ABCB6,2,-1,219218990,APPRIS principal isoform [04-11-2014]
ENSG00000179314,ENST00000539421,WSCD1,17,1,6071108,APPRIS principal isoform [04-11-2014]
ENSG00000148468,ENST00000378116,FAM171A1,10,-1,15371059,APPRIS principal isoform [04-11-2014]
ENSG00000179314,ENST00000317744,WSCD1,17,1,6070614,APPRIS principal isoform [04-11-2014]
ENSG00000164588,ENST00000303230,HCN1,5,-1,45696151,APPRIS principal isoform [04-11-2014]
ENSG00000187609,ENST00000340951,EXD3,9,-1,137423262,APPRIS principal isoform [04-11-2014]
ENSG00000008311,ENST00000393376,AASS,7,-1,122133822,APPRIS principal isoform [04-11-2014]
ENSG00000168811,ENST00000305579,IL12A,3,1,159988750,APPRIS principal isoform [04-11-2014]
ENSG00000123349,ENST00000551018,PFDN5,12,1,53295291,APPRIS principal isoform [04-11-2014]
ENSG00000009765,ENST00000344419,IYD,6,1,150368892,APPRIS principal isoform [04-11-2014]
ENSG00000100068,ENST00000402785,LRP5L,22,-1,25360189,APPRIS principal isoform [04-11-2014]
ENSG00000090857,ENST00000568530,PDPR,16,1,70114372,APPRIS principal isoform [04-11-2014]
ENSG00000140557,ENST00000268164,ST8SIA2,15,1,92393828,APPRIS principal isoform [04-11-2014]
ENSG00000108852,ENST00000536246,MPP2,17,-1,43901562,APPRIS principal isoform [04-11-2014]
ENSG00000137975,ENST00000370565,CLCA2,1,1,86424086,APPRIS principal isoform [04-11-2014]
ENSG00000108852,ENST00000622681,MPP2,17,-1,43909711,APPRIS principal isoform [04-11-2014]
ENSG00000154889,ENST00000588072,MPPE1,18,-1,11909223,APPRIS principal isoform [04-11-2014]
ENSG00000138382,ENST00000260953,METTL5,2,-1,169824914,APPRIS principal isoform [04-11-2014]
ENSG00000138382,ENST00000409965,METTL5,2,-1,169824925,APPRIS principal isoform [04-11-2014]
ENSG00000198756,ENST00000361927,COLGALT2,1,-1,184037729,APPRIS principal isoform [04-11-2014]
ENSG00000138382,ENST00000392640,METTL5,2,-1,169824931,APPRIS principal isoform [04-11-2014]
ENSG00000100068,ENST00000610821,LRP5L,22,-1,25362557,APPRIS principal isoform [04-11-2014]
ENSG00000100068,ENST00000402859,LRP5L,22,-1,25381577,APPRIS principal isoform [04-11-2014]
ENSG00000008300,ENST00000164024,CELSR3,3,-1,48662915,APPRIS principal isoform [04-11-2014]
ENSG00000144583,ENST00000273067,MARCH4,2,-1,216372027,APPRIS principal isoform [04-11-2014]
ENSG00000267477,ENST00000585656,CTC-398G3.6,19,-1,11505698,APPRIS principal isoform [04-11-2014]
ENSG00000124571,ENST00000265351,XPO5,6,-1,43576075,APPRIS principal isoform [04-11-2014]
ENSG00000130385,ENST00000252677,BMP15,X,1,50910784,APPRIS principal isoform [04-11-2014]
ENSG00000008311,ENST00000417368,AASS,7,-1,122144280,APPRIS principal isoform [04-11-2014]
ENSG00000103005,ENST00000219281,USB1,16,1,58001373,APPRIS principal isoform [04-11-2014]
ENSG00000115548,ENST00000409556,KDM3A,2,1,86440801,APPRIS principal isoform [04-11-2014]
ENSG00000143297,ENST00000361835,FCRL5,1,-1,157552520,APPRIS principal isoform [04-11-2014]
ENSG00000147081,ENST00000376064,AKAP4,X,-1,50200372,APPRIS principal isoform [04-11-2014]
ENSG00000173992,ENST00000533244,CCS,11,1,66592821,APPRIS principal isoform [04-11-2014]
ENSG00000063587,ENST00000370249,ZNF275,X,1,153344277,APPRIS principal isoform [04-11-2014]
ENSG00000182747,ENST00000331858,SLC35D3,6,1,136922264,APPRIS principal isoform [04-11-2014]
ENSG00000115548,ENST00000409064,KDM3A,2,1,86441461,APPRIS principal isoform [04-11-2014]
ENSG00000177508,ENST00000329734,IRX3,16,-1,54286763,APPRIS principal isoform [04-11-2014]
ENSG00000211771,ENST00000390419,TRBJ2-7,7,1,142797456,APPRIS principal isoform [04-11-2014]
ENSG00000151012,ENST00000280612,SLC7A11,4,-1,138242349,APPRIS principal isoform [04-11-2014]
ENSG00000183706,ENST00000328795,OR4N4,15,1,22094431,APPRIS principal isoform [04-11-2014]
ENSG00000051596,ENST00000265097,THOC3,5,-1,175968299,APPRIS principal isoform [04-11-2014]
ENSG00000123349,ENST00000334478,PFDN5,12,1,53295552,APPRIS principal isoform [04-11-2014]
ENSG00000122375,ENST00000241891,OPN4,10,1,86654617,APPRIS principal isoform [04-11-2014]
ENSG00000103044,ENST00000569188,HAS3,16,1,69105564,APPRIS principal isoform [04-11-2014]
ENSG00000107854,ENST00000371627,TNKS2,10,1,91798312,APPRIS principal isoform [04-11-2014]
ENSG00000011105,ENST00000011898,TSPAN9,12,1,3077377,APPRIS principal isoform [04-11-2014]
ENSG00000010017,ENST00000011619,RANBP9,6,-1,13711564,APPRIS principal isoform [04-11-2014]
ENSG00000262730,ENST00000573621,RP11-1099M24.7,17,-1,7930622,APPRIS principal isoform [04-11-2014]
ENSG00000104853,ENST00000337392,CLPTM1,19,1,44955246,APPRIS principal isoform [04-11-2014]
ENSG00000073598,ENST00000158009,FNDC8,17,1,35121579,APPRIS principal isoform [04-11-2014]
ENSG00000164142,ENST00000505231,FAM160A1,4,1,151533012,APPRIS principal isoform [04-11-2014]
ENSG00000106113,ENST00000471646,CRHR2,7,-1,30682698,APPRIS principal isoform [04-11-2014]
ENSG00000164142,ENST00000435205,FAM160A1,4,1,151409246,APPRIS principal isoform [04-11-2014]
ENSG00000103044,ENST00000306560,HAS3,16,1,69107540,APPRIS principal isoform [04-11-2014]
ENSG00000011105,ENST00000537971,TSPAN9,12,1,3077355,APPRIS principal isoform [04-11-2014]
ENSG00000106105,ENST00000389266,GARS,7,1,30594681,APPRIS principal isoform [04-11-2014]
ENSG00000115548,ENST00000312912,KDM3A,2,1,86441148,APPRIS principal isoform [04-11-2014]
ENSG00000183751,ENST00000568546,TBL3,16,1,1972037,APPRIS principal isoform [04-11-2014]
ENSG00000213714,ENST00000371325,FAM209B,20,1,56533246,APPRIS principal isoform [04-11-2014]
ENSG00000166925,ENST00000300181,TSC22D4,7,-1,100479279,APPRIS principal isoform [04-11-2014]
ENSG00000127483,ENST00000312239,HP1BP3,1,-1,20786688,APPRIS principal isoform [04-11-2014]
ENSG00000188191,ENST00000406797,PRKAR1B,7,-1,713207,APPRIS principal isoform [04-11-2014]
ENSG00000182446,ENST00000331134,NPLOC4,17,-1,81637146,APPRIS principal isoform [04-11-2014]
ENSG00000188191,ENST00000403562,PRKAR1B,7,-1,727650,APPRIS principal isoform [04-11-2014]
ENSG00000159023,ENST00000373798,EPB41,1,1,28893741,APPRIS principal isoform [04-11-2014]
ENSG00000143502,ENST00000343846,SUSD4,1,-1,223364059,APPRIS principal isoform [04-11-2014]
ENSG00000198286,ENST00000396946,CARD11,7,-1,3043945,APPRIS principal isoform [04-11-2014]
ENSG00000213079,ENST00000367178,SCAF8,6,1,154733325,APPRIS principal isoform [04-11-2014]
ENSG00000188191,ENST00000360274,PRKAR1B,7,-1,712572,APPRIS principal isoform [04-11-2014]
ENSG00000204099,ENST00000407683,NEU4,2,1,241808825,APPRIS principal isoform [04-11-2014]
ENSG00000149658,ENST00000370339,YTHDF1,20,-1,63216234,APPRIS principal isoform [04-11-2014]
ENSG00000006831,ENST00000357103,ADIPOR2,12,1,1691027,APPRIS principal isoform [04-11-2014]
ENSG00000170043,ENST00000303731,TRAPPC1,17,-1,7931945,APPRIS principal isoform [04-11-2014]
ENSG00000133937,ENST00000238558,GSC,14,-1,94770230,APPRIS principal isoform [04-11-2014]
ENSG00000159023,ENST00000343067,EPB41,1,1,28887091,APPRIS principal isoform [04-11-2014]
ENSG00000188191,ENST00000544935,PRKAR1B,7,-1,712940,APPRIS principal isoform [04-11-2014]
ENSG00000188191,ENST00000537384,PRKAR1B,7,-1,727341,APPRIS principal isoform [04-11-2014]
ENSG00000204099,ENST00000405370,NEU4,2,1,241809187,APPRIS principal isoform [04-11-2014]
ENSG00000184840,ENST00000332598,TMED9,5,1,177592158,APPRIS principal isoform [04-11-2014]
ENSG00000170043,ENST00000540486,TRAPPC1,17,-1,7931999,APPRIS principal isoform [04-11-2014]
ENSG00000064115,ENST00000343028,TM7SF3,12,-1,27014394,APPRIS principal isoform [04-11-2014]
ENSG00000133119,ENST00000380071,RFC3,13,1,33818049,APPRIS principal isoform [04-11-2014]
ENSG00000123171,ENST00000242819,CCDC70,13,1,51861981,APPRIS principal isoform [04-11-2014]
ENSG00000164934,ENST00000612750,DCAF13,8,1,103415389,APPRIS principal isoform [04-11-2014]
ENSG00000091831,ENST00000338799,ESR1,6,1,151804431,APPRIS principal isoform [04-11-2014]
ENSG00000143502,ENST00000366878,SUSD4,1,-1,223364202,APPRIS principal isoform [04-11-2014]
ENSG00000211767,ENST00000390415,TRBJ2-3,7,1,142796847,APPRIS principal isoform [04-11-2014]
ENSG00000137312,ENST00000376389,FLOT1,6,-1,30742733,APPRIS principal isoform [04-11-2014]
ENSG00000115875,ENST00000313117,SRSF7,2,-1,38751494,APPRIS principal isoform [04-11-2014]
ENSG00000143393,ENST00000368874,PI4KB,1,-1,151327715,APPRIS principal isoform [04-11-2014]
ENSG00000184394,ENST00000333629,OR4N5,14,1,20143736,APPRIS principal isoform [04-11-2014]
ENSG00000175216,ENST00000529230,CKAP5,11,-1,46846229,APPRIS principal isoform [04-11-2014]
ENSG00000171443,ENST00000301073,ZNF524,19,1,55600369,APPRIS principal isoform [04-11-2014]
ENSG00000171443,ENST00000591046,ZNF524,19,1,55601879,APPRIS principal isoform [04-11-2014]
ENSG00000233802,ENST00000526396,TRIM49D2,11,1,89926762,APPRIS principal isoform [04-11-2014]
ENSG00000167771,ENST00000301459,RCOR2,11,-1,63916844,APPRIS principal isoform [04-11-2014]
ENSG00000204099,ENST00000391969,NEU4,2,1,241810935,APPRIS principal isoform [04-11-2014]
ENSG00000091831,ENST00000206249,ESR1,6,1,151807551,APPRIS principal isoform [04-11-2014]
ENSG00000154438,ENST00000284629,ASZ1,7,-1,117427523,APPRIS principal isoform [04-11-2014]
ENSG00000167700,ENST00000301327,MFSD3,8,1,144509074,APPRIS principal isoform [04-11-2014]
ENSG00000101246,ENST00000618838,ARFRP1,20,-1,63707838,APPRIS principal isoform [04-11-2014]
ENSG00000233802,ENST00000623787,TRIM49D2,11,1,89924064,APPRIS principal isoform [04-11-2014]
ENSG00000138639,ENST00000395184,ARHGAP24,4,1,85475114,APPRIS principal isoform [04-11-2014]
ENSG00000127324,ENST00000393330,TSPAN8,12,-1,71441898,APPRIS principal isoform [04-11-2014]
ENSG00000091831,ENST00000443427,ESR1,6,1,151807319,APPRIS principal isoform [04-11-2014]
ENSG00000091831,ENST00000440973,ESR1,6,1,151690496,APPRIS principal isoform [04-11-2014]
ENSG00000213366,ENST00000241337,GSTM2,1,1,109668066,APPRIS principal isoform [04-11-2014]
ENSG00000179943,ENST00000221665,FIZ1,19,-1,55599527,APPRIS principal isoform [04-11-2014]
ENSG00000172410,ENST00000304526,INSL5,1,-1,66801256,APPRIS principal isoform [04-11-2014]
ENSG00000104497,ENST00000345957,SNX16,8,-1,81842304,APPRIS principal isoform [04-11-2014]
ENSG00000127324,ENST00000247829,TSPAN8,12,-1,71158099,APPRIS principal isoform [04-11-2014]
ENSG00000113719,ENST00000393784,ERGIC1,5,1,172834275,APPRIS principal isoform [04-11-2014]
ENSG00000234068,ENST00000374968,PAGE2,X,1,55089008,APPRIS principal isoform [04-11-2014]
ENSG00000106483,ENST00000436072,SFRP4,7,-1,37916915,APPRIS principal isoform [04-11-2014]
ENSG00000129566,ENST00000262715,TEP1,14,-1,20413421,APPRIS principal isoform [04-11-2014]
ENSG00000041982,ENST00000350763,TNC,9,-1,115118257,APPRIS principal isoform [04-11-2014]
ENSG00000138207,ENST00000371464,RBP4,10,-1,93601226,APPRIS principal isoform [04-11-2014]
ENSG00000101439,ENST00000398411,CST3,20,-1,23637945,APPRIS principal isoform [04-11-2014]
ENSG00000127324,ENST00000546561,TSPAN8,12,-1,71157899,APPRIS principal isoform [04-11-2014]
ENSG00000138207,ENST00000371467,RBP4,10,-1,93601663,APPRIS principal isoform [04-11-2014]
ENSG00000166920,ENST00000396650,C15orf48,15,1,45430529,APPRIS principal isoform [04-11-2014]
ENSG00000211768,ENST00000390416,TRBJ2-4,7,1,142796998,APPRIS principal isoform [04-11-2014]
